case_number,date_filed,time_filed,crime_type_code,description,status,district_name,police_station,location_name,location_lat,location_lng,investigation_office,year_filed,month_filed,hour_of_crime
KAR/BEN/2024/0094,2024-03-05,22:42:00,senior_citizen_crime,"Reported incident of senior citizen crime at Near Bath, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Bath, Bengaluru Urban",13.0218,77.5981,Insp. Manan Tank,2024,3,22
KAR/DAV/2024/0095,2025-05-07,05:31:00,fraud,"Reported incident of fraud at Near Rout Ganj, Davangere.",closed,Davangere,Davangere Industrial PS,"Near Rout Ganj, Davangere",14.4554,75.8827,Insp. Lucky Tara,2025,5,5
KAR/MAN/2024/0096,2024-12-15,02:44:00,vehicle_theft,"Reported incident of vehicle theft at Near Raghavan Road, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-15-KB-4603.",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Industrial PS,"Near Raghavan Road, Mangaluru (Dakshina Kannada)",12.9454,74.8855,Insp. Benjamin Contractor,2024,12,2
KAR/BEN/2024/0097,2025-04-18,03:56:00,vehicle_theft,"Reported incident of vehicle theft at Near Wali Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-23-A-2556.",chargesheeted,Bengaluru Urban,Bengaluru Urban North PS,"Near Wali Street, Bengaluru Urban",13.0015,77.6088,Insp. Nakul Kannan,2025,4,3
KAR/BEN/2024/0098,2025-04-13,00:59:00,robbery,"Reported incident of robbery at Near Sabharwal Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-45-N-9426.",chargesheeted,Bengaluru Urban,Bengaluru Urban South PS,"Near Sabharwal Zila, Bengaluru Urban",13.0277,77.559,Insp. Yadavi Chandra,2025,4,0
KAR/BEN/2024/0099,2024-07-04,03:52:00,vehicle_theft,"Reported incident of vehicle theft at Near Tandon Road, Bengaluru Urban. Suspect vehicle noticed with plate KA-29-A-1335.",chargesheeted,Bengaluru Urban,Bengaluru Urban South PS,"Near Tandon Road, Bengaluru Urban",13.0091,77.585,Insp. Sanya Dubey,2024,7,3
KAR/BEL/2024/0100,2024-11-18,13:24:00,vehicle_theft,"Reported incident of vehicle theft at Near Kala Circle, Belagavi. Suspect vehicle noticed with plate KA-41-N-9547.",chargesheeted,Belagavi,Belagavi Industrial PS,"Near Kala Circle, Belagavi",15.786,74.5811,Insp. Rachit Tata,2024,11,13
KAR/BEN/2024/0101,2024-02-13,13:38:00,vehicle_theft,"Reported incident of vehicle theft at Near Ranganathan Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-25-P-4566.",closed,Bengaluru Urban,Bengaluru Urban South PS,"Near Ranganathan Path, Bengaluru Urban",13.0023,77.5871,Insp. Jairaj Ben,2024,2,13
KAR/BEN/2024/0102,2025-02-18,12:03:00,burglary,"Reported incident of burglary at Near Karpe Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Karpe Ganj, Bengaluru Urban",12.8943,77.5803,Insp. Eshana Chandran,2025,2,12
KAR/KOP/2024/0103,2024-04-22,10:08:00,vehicle_theft,"Reported incident of vehicle theft at Near Som Circle, Koppal. Suspect vehicle noticed with plate KA-43-N-6712.",open,Koppal,Koppal Industrial PS,"Near Som Circle, Koppal",15.2538,76.1233,Insp. Theodore Sarraf,2024,4,10
KAR/BEN/2024/0104,2024-02-07,22:06:00,cybercrime,"Reported incident of cybercrime at Near Rama Circle, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban North PS,"Near Rama Circle, Bengaluru Urban",12.9995,77.6127,Insp. Chasmum Mutti,2024,2,22
KAR/DAV/2024/0105,2024-08-20,22:55:00,fraud,"Reported incident of fraud at Near Sarin Circle, Davangere.",under_investigation,Davangere,Davangere Market PS,"Near Sarin Circle, Davangere",14.5187,75.8722,Insp. Chaaya Pillay,2024,8,22
KAR/SHI/2024/0106,2025-05-07,12:37:00,vehicle_theft,"Reported incident of vehicle theft at Near Rao Path, Shivamogga. Suspect vehicle noticed with plate KA-04-KA-6773.",open,Shivamogga,Shivamogga Suburban PS,"Near Rao Path, Shivamogga",13.9028,75.6472,Insp. Chasmum Kapur,2025,5,12
KAR/BEN/2024/0107,2024-10-02,19:32:00,robbery,"Reported incident of robbery at Near Tella Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-13-M-9347.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Tella Nagar, Bengaluru Urban",12.9713,77.6392,Insp. Banjeet Reddy,2024,10,19
KAR/KAL/2024/0108,2024-09-17,06:44:00,vehicle_theft,"Reported incident of vehicle theft at Near Sampath Path, Kalaburagi. Suspect vehicle noticed with plate KA-34-KB-9654.",open,Kalaburagi,Kalaburagi Rural PS,"Near Sampath Path, Kalaburagi",17.2499,76.8074,Insp. Christopher Ramaswamy,2024,9,6
KAR/DAV/2024/0109,2025-03-26,04:19:00,murder,"Reported incident of murder at Near Dada Ganj, Davangere.",open,Davangere,Davangere Traffic PS,"Near Dada Ganj, Davangere",14.5318,75.8995,Insp. Qarin Andra,2025,3,4
KAR/BID/2024/0110,2024-08-01,13:57:00,vehicle_theft,"Reported incident of vehicle theft at Near Minhas Circle, Bidar. Suspect vehicle noticed with plate KA-03-A-8572.",under_investigation,Bidar,Bidar Industrial PS,"Near Minhas Circle, Bidar",17.8974,77.5569,Insp. Odika Boase,2024,8,13
KAR/SHI/2024/0111,2024-12-07,11:28:00,chain_snatching,"Reported incident of chain snatching at Near Chaudhary Zila, Shivamogga. Suspect vehicle noticed with plate KA-01-N-3320.",under_investigation,Shivamogga,Shivamogga Town PS,"Near Chaudhary Zila, Shivamogga",13.9229,75.5605,Insp. Hema Prasad,2024,12,11
KAR/BEN/2024/0112,2024-12-03,02:02:00,drug_offence,"Reported incident of drug offence at Near Sankar Circle, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Sankar Circle, Bengaluru Urban",12.9998,77.6336,Insp. Zaid Taneja,2024,12,2
KAR/BEN/2024/0113,2025-03-13,18:28:00,chain_snatching,"Reported incident of chain snatching at Near Saini Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-18-KB-1163.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Saini Street, Bengaluru Urban",13.0118,77.6539,Insp. Manbir Ghosh,2025,3,18
KAR/HAS/2024/0114,2024-06-24,08:07:00,cybercrime,"Reported incident of cybercrime at Near Chander Chowk, Hassan.",under_investigation,Hassan,Hassan Market PS,"Near Chander Chowk, Hassan",13.0905,76.2034,Insp. Ekapad Nayar,2024,6,8
KAR/CHI/2024/0115,2024-01-07,15:55:00,eve_teasing,"Reported incident of eve teasing at Near Krish Road, Chikkamagaluru.",open,Chikkamagaluru,Chikkamagaluru Town PS,"Near Krish Road, Chikkamagaluru",13.2409,75.7426,Insp. Nachiket Prasad,2024,1,15
KAR/BEN/2024/0116,2025-02-04,07:24:00,vehicle_theft,"Reported incident of vehicle theft at Near Muni Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-42-P-2653.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Muni Circle, Bengaluru Urban",13.0116,77.5881,Insp. Ojasvi Goswami,2025,2,7
KAR/RAI/2024/0117,2025-02-25,16:19:00,vehicle_theft,"Reported incident of vehicle theft at Near Ravi Ganj, Raichur. Suspect vehicle noticed with plate KA-54-KB-3269.",under_investigation,Raichur,Raichur Town PS,"Near Ravi Ganj, Raichur",16.1957,77.3753,Insp. Utkarsh Mohan,2025,2,16
KAR/BEL/2024/0118,2024-05-19,21:24:00,burglary,"Reported incident of burglary at Near Agate Circle, Belagavi.",open,Belagavi,Belagavi Rural PS,"Near Agate Circle, Belagavi",15.8093,74.498,Insp. Yochana Kunda,2024,5,21
KAR/KAL/2024/0119,2025-01-24,16:52:00,robbery,"Reported incident of robbery at Near Ahuja Circle, Kalaburagi. Suspect vehicle noticed with plate KA-49-KA-7290.",open,Kalaburagi,Kalaburagi Traffic PS,"Near Ahuja Circle, Kalaburagi",17.4047,76.8882,Insp. Gautam Murthy,2025,1,16
KAR/HAS/2024/0120,2024-12-20,08:31:00,chain_snatching,"Reported incident of chain snatching at Near Batta Path, Hassan. Suspect vehicle noticed with plate KA-55-N-3449.",under_investigation,Hassan,Hassan Town PS,"Near Batta Path, Hassan",13.071,76.0132,Insp. Vaishnavi Cheema,2024,12,8
KAR/BEL/2024/0121,2024-12-20,07:17:00,vehicle_theft,"Reported incident of vehicle theft at Near Dubey Zila, Belagavi. Suspect vehicle noticed with plate KA-24-N-8637.",under_investigation,Belagavi,Belagavi Market PS,"Near Dubey Zila, Belagavi",15.8547,74.4567,Insp. Ikshita Ray,2024,12,7
KAR/BEN/2024/0122,2024-02-19,17:08:00,drug_offence,"Reported incident of drug offence at Near Sanghvi Road, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Sanghvi Road, Bengaluru Urban",12.8755,77.5471,Insp. Kritika Krishnan,2024,2,17
KAR/RAI/2024/0123,2025-06-01,00:10:00,vehicle_theft,"Reported incident of vehicle theft at Near Balay Circle, Raichur. Suspect vehicle noticed with plate KA-21-M-8708.",chargesheeted,Raichur,Raichur Suburban PS,"Near Balay Circle, Raichur",16.1859,77.4189,Insp. Jonathan Iyengar,2025,6,0
KAR/UDU/2024/0124,2024-05-02,19:03:00,fraud,"Reported incident of fraud at Near Srinivas Path, Udupi.",open,Udupi,Udupi Suburban PS,"Near Srinivas Path, Udupi",13.2938,74.7484,Insp. Harsh Misra,2024,5,19
KAR/RAI/2024/0125,2024-01-03,20:23:00,hit_and_run,"Reported incident of hit and run at Near Khurana Nagar, Raichur.",open,Raichur,Raichur Market PS,"Near Khurana Nagar, Raichur",16.2369,77.2853,Insp. Sara Samra,2024,1,20
KAR/BID/2024/0126,2024-09-10,00:26:00,burglary,"Reported incident of burglary at Near Behl, Bidar.",open,Bidar,Bidar Rural PS,"Near Behl, Bidar",17.9797,77.5073,Insp. Harsh Kuruvilla,2024,9,0
KAR/BEN/2024/0127,2024-08-03,05:56:00,vehicle_theft,"Reported incident of vehicle theft at Near Krishna Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-07-P-2346.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Krishna Marg, Bengaluru Urban",12.8982,77.592,Insp. Gautam Lall,2024,8,5
KAR/BEN/2024/0128,2024-05-20,15:56:00,kidnapping,"Reported incident of kidnapping at Near Chakraborty Road, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban East PS,"Near Chakraborty Road, Bengaluru Urban",13.0023,77.5708,Insp. Nathan Goswami,2024,5,15
KAR/MAN/2024/0129,2024-04-07,07:25:00,kidnapping,"Reported incident of kidnapping at Near Saraf Path, Mangaluru (Dakshina Kannada).",closed,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Traffic PS,"Near Saraf Path, Mangaluru (Dakshina Kannada)",12.8374,74.8597,Insp. Adweta Pingle,2024,4,7
KAR/BEN/2024/0130,2024-02-16,02:46:00,chain_snatching,"Reported incident of chain snatching at Near Goel Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-24-KA-6979.",chargesheeted,Bengaluru Urban,Bengaluru Urban West PS,"Near Goel Circle, Bengaluru Urban",12.9183,77.5431,Insp. Libni Gupta,2024,2,2
KAR/KAL/2024/0131,2024-12-06,17:03:00,vehicle_theft,"Reported incident of vehicle theft at Near Dua Zila, Kalaburagi. Suspect vehicle noticed with plate KA-33-KB-9017.",under_investigation,Kalaburagi,Kalaburagi Traffic PS,"Near Dua Zila, Kalaburagi",17.4221,76.867,Insp. Raghav Barman,2024,12,17
KAR/BEN/2024/0132,2024-05-24,04:13:00,chain_snatching,"Reported incident of chain snatching at Near Talwar Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-15-KA-8547.",chargesheeted,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Talwar Nagar, Bengaluru Urban",12.9847,77.5616,Insp. Oni Bhavsar,2024,5,4
KAR/BEN/2024/0133,2025-04-07,09:43:00,domestic_violence,"Reported incident of domestic violence at Near Rege Street, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban West PS,"Near Rege Street, Bengaluru Urban",12.893,77.5774,Insp. Shivansh Balasubramanian,2025,4,9
KAR/UDU/2024/0134,2025-03-22,13:17:00,vehicle_theft,"Reported incident of vehicle theft at Near Venkatesh, Udupi. Suspect vehicle noticed with plate KA-32-KA-6839.",open,Udupi,Udupi Town PS,"Near Venkatesh, Udupi",13.3204,74.7538,Insp. Gaurika Dewan,2025,3,13
KAR/CHI/2024/0135,2024-03-04,19:52:00,assault,"Reported incident of assault at Near Grover Nagar, Chikkamagaluru.",open,Chikkamagaluru,Chikkamagaluru Industrial PS,"Near Grover Nagar, Chikkamagaluru",13.3961,75.769,Insp. Leela Om,2024,3,19
KAR/BEN/2024/0136,2025-05-09,13:03:00,chain_snatching,"Reported incident of chain snatching at Near Bains Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-35-P-4487.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Bains Marg, Bengaluru Urban",12.9645,77.595,Insp. Onkar Pandey,2025,5,13
KAR/RAI/2024/0137,2024-05-19,15:51:00,burglary,"Reported incident of burglary at Near Goel Chowk, Raichur.",open,Raichur,Raichur Suburban PS,"Near Goel Chowk, Raichur",16.2104,77.3912,Insp. Anay Yogi,2024,5,15
KAR/UDU/2024/0138,2024-09-24,04:47:00,domestic_violence,"Reported incident of domestic violence at Near Ganguly Road, Udupi.",open,Udupi,Udupi Industrial PS,"Near Ganguly Road, Udupi",13.3676,74.6953,Insp. Chanakya Lad,2024,9,4
KAR/BAL/2024/0139,2024-06-22,19:31:00,assault,"Reported incident of assault at Near Sahota Nagar, Ballari.",open,Ballari,Ballari Rural PS,"Near Sahota Nagar, Ballari",15.0939,76.8759,Insp. Vansha Naidu,2024,6,19
KAR/BEN/2024/0140,2024-11-03,19:12:00,vehicle_theft,"Reported incident of vehicle theft at Near Mukhopadhyay Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-34-A-7379.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Mukhopadhyay Zila, Bengaluru Urban",12.9677,77.6229,Insp. Gavin Kibe,2024,11,19
KAR/BEL/2024/0141,2024-10-15,02:45:00,vehicle_theft,"Reported incident of vehicle theft at Near Chakrabarti Marg, Belagavi. Suspect vehicle noticed with plate KA-08-A-9757.",open,Belagavi,Belagavi Suburban PS,"Near Chakrabarti Marg, Belagavi",15.8482,74.4445,Insp. Anirudh Vala,2024,10,2
KAR/MYS/2024/0142,2024-05-11,17:09:00,fraud,"Reported incident of fraud at Near Edwin Zila, Mysuru.",under_investigation,Mysuru,Mysuru East PS,"Near Edwin Zila, Mysuru",12.2714,76.6938,Insp. Rachana Nath,2024,5,17
KAR/SHI/2024/0143,2024-09-06,00:52:00,fraud,"Reported incident of fraud at Near Naik Road, Shivamogga.",under_investigation,Shivamogga,Shivamogga Industrial PS,"Near Naik Road, Shivamogga",13.8932,75.5087,Insp. Gautam Lall,2024,9,0
KAR/BEN/2024/0144,2024-11-04,08:23:00,kidnapping,"Reported incident of kidnapping at Near Om, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Om, Bengaluru Urban",13.0099,77.5624,Insp. Raghav Nazareth,2024,11,8
KAR/BEN/2024/0145,2025-04-07,12:48:00,hit_and_run,"Reported incident of hit and run at Near Babu Marg, Bengaluru Rural.",chargesheeted,Bengaluru Rural,Bengaluru Rural Traffic PS,"Near Babu Marg, Bengaluru Rural",13.2024,77.6126,Insp. Bhavna Mitter,2025,4,12
KAR/KOL/2024/0146,2024-08-26,09:30:00,chain_snatching,"Reported incident of chain snatching at Near Kuruvilla Path, Kolar. Suspect vehicle noticed with plate KA-37-KA-9327.",under_investigation,Kolar,Kolar Industrial PS,"Near Kuruvilla Path, Kolar",13.209,78.0297,Insp. Shivani Edwin,2024,8,9
KAR/MAN/2024/0147,2024-11-28,19:03:00,vehicle_theft,"Reported incident of vehicle theft at Near Nazareth Street, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-23-KA-5656.",chargesheeted,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Industrial PS,"Near Nazareth Street, Mangaluru (Dakshina Kannada)",12.9649,74.8515,Insp. Reva Maharaj,2024,11,19
KAR/BEN/2024/0148,2024-08-15,19:06:00,cybercrime,"Reported incident of cybercrime at Near Lal Path, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Lal Path, Bengaluru Urban",12.9589,77.5965,Insp. Aarush Saraf,2024,8,19
KAR/KOP/2024/0149,2025-03-29,10:41:00,assault,"Reported incident of assault at Near Shroff Street, Koppal.",chargesheeted,Koppal,Koppal Suburban PS,"Near Shroff Street, Koppal",15.2997,76.0729,Insp. Diya Munshi,2025,3,10
KAR/DAV/2024/0150,2024-12-03,20:08:00,vehicle_theft,"Reported incident of vehicle theft at Near Kunda Nagar, Davangere. Suspect vehicle noticed with plate KA-08-A-6865.",open,Davangere,Davangere Town PS,"Near Kunda Nagar, Davangere",14.4775,75.9424,Insp. Chatura Barman,2024,12,20
KAR/BEN/2024/0151,2024-12-07,05:38:00,chain_snatching,"Reported incident of chain snatching at Near Toor Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-51-KB-5652.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Toor Circle, Bengaluru Urban",13.0337,77.5397,Insp. Ira Tara,2024,12,5
KAR/BAL/2024/0152,2025-04-11,12:23:00,fraud,"Reported incident of fraud at Near Bhattacharyya Nagar, Ballari.",open,Ballari,Ballari Traffic PS,"Near Bhattacharyya Nagar, Ballari",15.0718,76.973,Insp. Sanya Varughese,2025,4,12
KAR/MAN/2024/0153,2024-06-20,18:45:00,vehicle_theft,"Reported incident of vehicle theft at Near Palla Road, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-22-M-1675.",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Industrial PS,"Near Palla Road, Mangaluru (Dakshina Kannada)",12.9384,74.8622,Insp. Karan Mani,2024,6,18
KAR/KOP/2024/0154,2024-09-10,13:14:00,hit_and_run,"Reported incident of hit and run at Near Swaminathan Road, Koppal.",open,Koppal,Koppal Rural PS,"Near Swaminathan Road, Koppal",15.3941,76.08,Insp. Onveer Nanda,2024,9,13
KAR/MAN/2024/0155,2024-01-05,17:58:00,vehicle_theft,"Reported incident of vehicle theft at Near Chatterjee Road, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-38-P-3543.",chargesheeted,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Suburban PS,"Near Chatterjee Road, Mangaluru (Dakshina Kannada)",13.0,74.8404,Insp. Bhavani Bora,2024,1,17
KAR/KAL/2024/0156,2024-12-22,12:48:00,vehicle_theft,"Reported incident of vehicle theft at Near Sehgal Street, Kalaburagi. Suspect vehicle noticed with plate KA-16-N-2382.",open,Kalaburagi,Kalaburagi Industrial PS,"Near Sehgal Street, Kalaburagi",17.3748,76.8688,Insp. Krish Bhattacharyya,2024,12,12
KAR/MAN/2024/0157,2024-07-26,06:32:00,eve_teasing,"Reported incident of eve teasing at Near Sathe Zila, Mandya.",chargesheeted,Mandya,Mandya Market PS,"Near Sathe Zila, Mandya",12.6131,76.8471,Insp. Bachittar Shankar,2024,7,6
KAR/BEN/2024/0158,2024-05-31,12:32:00,senior_citizen_crime,"Reported incident of senior citizen crime at Near Doctor Circle, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban South PS,"Near Doctor Circle, Bengaluru Urban",13.0092,77.5967,Insp. Tristan Dixit,2024,5,12
KAR/BID/2024/0159,2024-05-25,22:25:00,fraud,"Reported incident of fraud at Near Ghose Zila, Bidar.",open,Bidar,Bidar Industrial PS,"Near Ghose Zila, Bidar",17.9156,77.5212,Insp. Jason Goyal,2024,5,22
KAR/BEN/2024/0160,2024-09-18,02:38:00,eve_teasing,"Reported incident of eve teasing at Near Thaker Ganj, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban East PS,"Near Thaker Ganj, Bengaluru Urban",13.0146,77.5364,Insp. Urishilla Dixit,2024,9,2
KAR/TUM/2024/0161,2024-10-21,09:06:00,fraud,"Reported incident of fraud at Near Amble Nagar, Tumakuru.",under_investigation,Tumakuru,Tumakuru Town PS,"Near Amble Nagar, Tumakuru",13.4216,77.0791,Insp. Zinal Karpe,2024,10,9
KAR/BEN/2024/0162,2024-03-16,13:04:00,eve_teasing,"Reported incident of eve teasing at Near Kaur, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Kaur, Bengaluru Urban",12.9801,77.6631,Insp. Panini Balan,2024,3,13
KAR/TUM/2024/0163,2024-11-02,22:32:00,burglary,"Reported incident of burglary at Near Mohanty Circle, Tumakuru.",closed,Tumakuru,Tumakuru Suburban PS,"Near Mohanty Circle, Tumakuru",13.3679,77.0965,Insp. Maanas Chandran,2024,11,22
KAR/CHI/2024/0164,2024-05-16,13:32:00,fraud,"Reported incident of fraud at Near Hayre Circle, Chikkamagaluru.",under_investigation,Chikkamagaluru,Chikkamagaluru Town PS,"Near Hayre Circle, Chikkamagaluru",13.2896,75.7584,Insp. Jagdish Shan,2024,5,13
KAR/BEN/2024/0165,2025-04-19,23:11:00,hit_and_run,"Reported incident of hit and run at Near Thakur Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Thakur Ganj, Bengaluru Urban",12.9853,77.5727,Insp. Yatan Chawla,2025,4,23
KAR/KOL/2024/0166,2024-03-14,04:39:00,burglary,"Reported incident of burglary at Near Dugal, Kolar.",open,Kolar,Kolar Suburban PS,"Near Dugal, Kolar",13.1193,78.1324,Insp. Unni Mahajan,2024,3,4
KAR/BEN/2024/0167,2024-07-05,14:41:00,senior_citizen_crime,"Reported incident of senior citizen crime at Near Sule Path, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Sule Path, Bengaluru Urban",12.9949,77.6098,Insp. Ekapad Palan,2024,7,14
KAR/HUB/2024/0168,2025-01-29,05:17:00,assault,"Reported incident of assault at Near Talwar Path, Hubballi-Dharwad.",open,Hubballi-Dharwad,Hubballi-Dharwad Market PS,"Near Talwar Path, Hubballi-Dharwad",15.3383,75.0821,Insp. Pavani Padmanabhan,2025,1,5
KAR/BEN/2024/0169,2024-08-21,02:36:00,cybercrime,"Reported incident of cybercrime at Near Kant Ganj, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban South PS,"Near Kant Ganj, Bengaluru Urban",12.9847,77.5977,Insp. Hema Kaul,2024,8,2
KAR/BEL/2024/0170,2024-04-17,10:04:00,burglary,"Reported incident of burglary at Near Dey Nagar, Belagavi.",open,Belagavi,Belagavi Town PS,"Near Dey Nagar, Belagavi",15.7976,74.5374,Insp. Sneha Gole,2024,4,10
